	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Driving_Torque-RevJoint6(N*m)
  6.4350000e-001  1.2607568e+001  1.3731949e+002 -1.3760070e+002 -4.9865904e+000 -7.6527405e+001  2.1367688e-003
  6.4520000e-001  1.3260754e+001  1.3703043e+002 -1.4408667e+002  6.6275954e+000 -8.4417745e+001  1.4171390e-003
  6.4680000e-001  1.3868860e+001  1.3669610e+002 -1.5002015e+002  1.7141265e+001 -9.1268556e+001  7.6187640e-004
  6.4840000e-001  1.4455129e+001  1.3632786e+002 -1.5576513e+002  2.7206856e+001 -9.7557031e+001  1.3115586e-004
  6.5000000e-001  1.5004232e+001  1.3595312e+002 -1.6130563e+002  3.6792766e+001 -1.0328816e+002 -4.7256651e-004
  6.5160000e-001  1.5500908e+001  1.3559989e+002 -1.6663147e+002  4.5877788e+001 -1.0847515e+002 -1.0474678e-003
  6.5320000e-001  1.5930239e+001  1.3529610e+002 -1.7173770e+002  5.4450442e+001 -1.1313829e+002 -1.5923286e-003
  6.5480000e-001  1.6277875e+001  1.3506898e+002 -1.7662386e+002  6.2508053e+001 -1.1730379e+002 -2.1064880e-003
  6.5650000e-001  1.6542516e+001  1.3494073e+002 -1.8157800e+002  7.0510669e+001 -1.2121905e+002 -2.6189736e-003
  6.5810000e-001  1.6679639e+001  1.3495202e+002 -1.8602392e+002  7.7529125e+001 -1.2445980e+002 -3.0698023e-003
  6.5970000e-001  1.6696189e+001  1.3511405e+002 -1.9026818e+002  8.4067085e+001 -1.2730757e+002 -3.4907609e-003
  6.6130000e-001  1.6581386e+001  1.3544689e+002 -1.9432051e+002  9.0145611e+001 -1.2980075e+002 -3.8828317e-003
  6.6290000e-001  1.6325424e+001  1.3596824e+002 -1.9819116e+002  9.5788588e+001 -1.3197825e+002 -4.2472399e-003
  6.6450000e-001  1.5919444e+001  1.3669341e+002 -2.0189028e+002  1.0102166e+002 -1.3387877e+002 -4.5853953e-003
  6.6610000e-001  1.5355506e+001  1.3763524e+002 -2.0542729e+002  1.0587126e+002 -1.3554017e+002 -4.8988403e-003
  6.6770000e-001  1.4626531e+001  1.3880413e+002 -2.0881035e+002  1.1036378e+002 -1.3699905e+002 -5.1892040e-003
  6.6940000e-001  1.3664181e+001  1.4030376e+002 -2.1224331e+002  1.1477443e+002 -1.3836622e+002 -5.4742998e-003
  6.7100000e-001  1.2575929e+001  1.4196351e+002 -2.1532670e+002  1.1860967e+002 -1.3951549e+002 -5.7223648e-003
  6.7260000e-001  1.1305897e+001  1.4386729e+002 -2.1826859e+002  1.2216107e+002 -1.4056285e+002 -5.9524911e-003
  6.7420000e-001  9.8501230e+000  1.4601585e+002 -2.2106770e+002  1.2544823e+002 -1.4153677e+002 -6.1663124e-003
  6.7580000e-001  8.2053677e+000  1.4840762e+002 -2.2371960e+002  1.2848792e+002 -1.4246337e+002 -6.3654052e-003
  6.7740000e-001  6.3691429e+000  1.5103865e+002 -2.2621648e+002  1.3129374e+002 -1.4336642e+002 -6.5512743e-003
  6.7900000e-001  4.3397556e+000  1.5390255e+002 -2.2854688e+002  1.3387589e+002 -1.4426727e+002 -6.7253411e-003
  6.8060000e-001  2.1163803e+000  1.5699041e+002 -2.3069553e+002  1.3624088e+002 -1.4518491e+002 -6.8889337e-003
  6.8230000e-001 -4.5833098e-001  1.6050368e+002 -2.3275765e+002  1.3851869e+002 -1.4619677e+002 -7.0526445e-003
  6.8390000e-001 -3.0801270e+000  1.6401380e+002 -2.3446579e+002  1.4043976e+002 -1.4719860e+002 -7.1983872e-003
  6.8550000e-001 -5.8918353e+000  1.6770340e+002 -2.3591974e+002  1.4213902e+002 -1.4826027e+002 -7.3370628e-003
  6.8710000e-001 -8.8894268e+000  1.7155168e+002 -2.3708704e+002  1.4360641e+002 -1.4939082e+002 -7.4695449e-003
  6.8870000e-001 -1.2067206e+001  1.7553443e+002 -2.3793086e+002  1.4482755e+002 -1.5059678e+002 -7.5965781e-003
  6.9030000e-001 -1.5417574e+001  1.7962377e+002 -2.3840997e+002  1.4578368e+002 -1.5188206e+002 -7.7187699e-003
  6.9190000e-001 -1.8930769e+001  1.8378791e+002 -2.3847890e+002  1.4645172e+002 -1.5324785e+002 -7.8365834e-003
  6.9350000e-001 -2.2594597e+001  1.8799099e+002 -2.3808822e+002  1.4680442e+002 -1.5469256e+002 -7.9503281e-003
  6.9520000e-001 -2.6635744e+001  1.9245451e+002 -2.3711014e+002  1.4679857e+002 -1.5630897e+002 -8.0668852e-003
  6.9680000e-001 -3.0559859e+001  1.9660643e+002 -2.3560059e+002  1.4639799e+002 -1.5789895e+002 -8.1725106e-003
  6.9840000e-001 -3.4579304e+001  2.0066086e+002 -2.3346016e+002  1.4557520e+002 -1.5954458e+002 -8.2739661e-003
  7.0000000e-001 -3.8669339e+001  2.0456465e+002 -2.3062898e+002  1.4428932e+002 -1.6123203e+002 -8.3708472e-003
  7.0160000e-001 -4.2801640e+001  2.0826077e+002 -2.2704703e+002  1.4249770e+002 -1.6294437e+002 -8.4625553e-003
  7.0320000e-001 -4.6944243e+001  2.1168874e+002 -2.2265554e+002  1.4015692e+002 -1.6466167e+002 -8.5482957e-003
  7.0480000e-001 -5.1061579e+001  2.1478536e+002 -2.1739858e+002  1.3722393e+002 -1.6636113e+002 -8.6270789e-003
  7.0650000e-001 -5.5364887e+001  2.1763960e+002 -2.1080748e+002  1.3341260e+002 -1.6811885e+002 -8.7018429e-003
  7.0810000e-001 -5.9303468e+001  2.1984626e+002 -2.0361090e+002  1.2913138e+002 -1.6969897e+002 -8.7623634e-003
  7.0970000e-001 -6.3088041e+001  2.2152099e+002 -1.9541482e+002  1.2414345e+002 -1.7117718e+002 -8.8117930e-003
  7.1130000e-001 -6.6671754e+001  2.2260037e+002 -1.8619452e+002  1.1842255e+002 -1.7252314e+002 -8.8484944e-003
  7.1290000e-001 -7.0006619e+001  2.2302460e+002 -1.7593783e+002  1.1195064e+002 -1.7370622e+002 -8.8707455e-003
  7.1450000e-001 -7.3044477e+001  2.2273905e+002 -1.6464683e+002  1.0471950e+002 -1.7469639e+002 -8.8767851e-003
  7.1610000e-001 -7.5738081e+001  2.2169594e+002 -1.5233909e+002  9.6731975e+001 -1.7546516e+002 -8.8648660e-003
  7.1770000e-001 -7.8042245e+001  2.1985575e+002 -1.3904837e+002  8.8003040e+001 -1.7598651e+002 -8.8333134e-003
  7.1940000e-001 -8.0016855e+001  2.1699386e+002 -1.2390625e+002  7.7947385e+001 -1.7624415e+002 -8.7765558e-003
  7.2100000e-001 -8.1390193e+001  2.1342675e+002 -1.0876407e+002  6.7791158e+001 -1.7618867e+002 -8.6998616e-003
  7.2260000e-001 -8.2260491e+001  2.0900435e+002 -9.2840954e+001  5.7018591e+001 -1.7583100e+002 -8.5994954e-003
  7.2420000e-001 -8.2602123e+001  2.0372980e+002 -7.6230879e+001  4.5695117e+001 -1.7516389e+002 -8.4746891e-003
  7.2580000e-001 -8.2396290e+001  1.9761675e+002 -5.9037889e+001  3.3896385e+001 -1.7418608e+002 -8.3250212e-003
  7.2740000e-001 -8.1631335e+001  1.9068847e+002 -4.1373195e+001  2.1706511e+001 -1.7290248e+002 -8.1504448e-003
  7.2900000e-001 -8.0302775e+001  1.8297653e+002 -2.3352000e+001  9.2160409e+000 -1.7132399e+002 -7.9512997e-003
  7.3060000e-001 -7.8413055e+001  1.7451907e+002 -5.0902707e+000 -3.4802308e+000 -1.6946717e+002 -7.7283095e-003
  7.3230000e-001 -7.5800399e+001  1.6476429e+002  1.4449317e+001 -1.7087175e+001 -1.6721368e+002 -7.4664800e-003
  7.3390000e-001 -7.2787742e+001  1.5490815e+002  3.2853860e+001 -2.9902058e+001 -1.6485626e+002 -7.1981245e-003
  7.3550000e-001 -6.9258333e+001  1.4444525e+002  5.1169272e+001 -4.2628162e+001 -1.6229999e+002 -6.9102710e-003
  7.3710000e-001 -6.5235956e+001  1.3342199e+002  6.9303761e+001 -5.5174024e+001 -1.5957752e+002 -6.6048926e-003
  7.3870000e-001 -6.0747476e+001  1.2188288e+002  8.7175530e+001 -6.7452683e+001 -1.5672336e+002 -6.2841460e-003
  7.4030000e-001 -5.5822020e+001  1.0986971e+002  1.0471312e+002 -7.9382394e+001 -1.5377308e+002 -5.9503156e-003
  7.4190000e-001 -5.0490275e+001  9.7421036e+001  1.2185517e+002 -9.0886990e+001 -1.5076263e+002 -5.6057585e-003
  7.4350000e-001 -4.4783936e+001  8.4572158e+001  1.3854967e+002 -1.0189595e+002 -1.4772768e+002 -5.2528534e-003
  7.4520000e-001 -3.8346667e+001  7.0517897e+001  1.5574844e+002 -1.1297727e+002 -1.4451532e+002 -4.8713783e-003
  7.4680000e-001 -3.1970262e+001  5.6943371e+001  1.7138963e+002 -1.2276444e+002 -1.4153908e+002 -4.5086232e-003
  7.4840000e-001 -2.5319459e+001  4.3061772e+001  1.8646986e+002 -1.3187288e+002 -1.3864168e+002 -4.1444997e-003
  7.5000000e-001 -1.8427741e+001  2.8901731e+001  2.0096241e+002 -1.4025251e+002 -1.3585395e+002 -3.7810780e-003
  7.5160000e-001 -1.1329118e+001  1.4492883e+001  2.1484346e+002 -1.4785757e+002 -1.3320508e+002 -3.4202882e-003
  7.5320000e-001 -4.0582994e+000 -1.3303369e-001  2.2809116e+002 -1.5464667e+002 -1.3072246e+002 -3.0639063e-003
  7.5480000e-001  3.3491501e+000 -1.4941207e+001  2.4068494e+002 -1.6058290e+002 -1.2843171e+002 -2.7135447e-003
  7.5650000e-001  1.1328391e+001 -3.0831317e+001  2.5332745e+002 -1.6591980e+002 -1.2623454e+002 -2.3494921e-003
  7.5810000e-001  1.8901158e+001 -4.5888645e+001  2.6451183e+002 -1.7000146e+002 -1.2441232e+002 -2.0159070e-003
  7.5970000e-001  2.6495658e+001 -6.0996358e+001  2.7498586e+002 -1.7314926e+002 -1.2284849e+002 -1.6922055e-003
  7.6130000e-001  3.4072763e+001 -7.6102803e+001  2.8473435e+002 -1.7534929e+002 -1.2156059e+002 -1.3792895e-003
  7.6290000e-001  4.1593049e+001 -9.1152826e+001  2.9374488e+002 -1.7659488e+002 -1.2056394e+002 -1.0778831e-003
  7.6450000e-001  4.9017274e+001 -1.0608870e+002  3.0200876e+002 -1.7688732e+002 -1.1987151e+002 -7.8853432e-004
  7.6610000e-001  5.6306957e+001 -1.2085130e+002  3.0952196e+002 -1.7623620e+002 -1.1949379e+002 -5.1161744e-004
  7.6770000e-001  6.3425019e+001 -1.3538154e+002  3.1628606e+002 -1.7465982e+002 -1.1943872e+002 -2.4733805e-004
  7.6940000e-001  7.0760815e+001 -1.5050093e+002  3.2266114e+002 -1.7200143e+002 -1.1973967e+002  1.9565874e-005
  7.7100000e-001  7.7417450e+001 -1.6437337e+002  3.2791313e+002 -1.6861139e+002 -1.2036403e+002  2.5781394e-004
  7.7260000e-001  8.3804603e+001 -1.7784812e+002  3.3246275e+002 -1.6440499e+002 -1.2131923e+002  4.8376167e-004
  7.7420000e-001  8.9897470e+001 -1.9088112e+002  3.3634010e+002 -1.5943344e+002 -1.2260294e+002  6.9779534e-004
  7.7580000e-001  9.5675527e+001 -2.0343514e+002  3.3958241e+002 -1.5375417e+002 -1.2421060e+002  9.0041199e-004
  7.7740000e-001  1.0112278e+002 -2.1548052e+002  3.4223365e+002 -1.4742973e+002 -1.2613581e+002  1.0922017e-003
  7.7900000e-001  1.0622787e+002 -2.2699571e+002  3.4434377e+002 -1.4052647e+002 -1.2837057e+002  1.2738289e-003
  7.8060000e-001  1.1098403e+002 -2.3796733e+002  3.4596783e+002 -1.3311318e+002 -1.3090578e+002  1.4460131e-003
  7.8230000e-001  1.1565257e+002 -2.4902340e+002  3.4722709e+002 -1.2475586e+002 -1.3391764e+002  1.6194581e-003
  7.8390000e-001  1.1968624e+002 -2.5886609e+002  3.4803895e+002 -1.1651094e+002 -1.3704125e+002  1.7745749e-003
  7.8550000e-001  1.2337638e+002 -2.6817302e+002  3.4855435e+002 -1.0796766e+002 -1.4043506e+002  1.9226062e-003
  7.8710000e-001  1.2673193e+002 -2.7696067e+002  3.4883828e+002 -9.9191164e+001 -1.4409008e+002  2.0643191e-003
  7.8870000e-001  1.2976460e+002 -2.8525099e+002  3.4895554e+002 -9.0242847e+001 -1.4799859e+002  2.2004592e-003
  7.9030000e-001  1.3248827e+002 -2.9307046e+002  3.4896979e+002 -8.1179492e+001 -1.5215453e+002  2.3317438e-003
  7.9190000e-001  1.3491847e+002 -3.0044909e+002  3.4894278e+002 -7.2052581e+001 -1.5655399e+002  2.4588579e-003
  7.9350000e-001  1.3707186e+002 -3.0741947e+002  3.4893367e+002 -6.2907747e+001 -1.6119556e+002  2.5824537e-003
  7.9520000e-001  1.3907587e+002 -3.1441644e+002  3.4900619e+002 -5.3215657e+001 -1.6639420e+002  2.7106150e-003
  7.9680000e-001  1.4071306e+002 -3.2065355e+002  3.4920690e+002 -4.4150890e+001 -1.7154333e+002  2.8288939e-003
  7.9840000e-001  1.4212631e+002 -3.2658831e+002  3.4958537e+002 -3.5167874e+001 -1.7694952e+002  2.9454966e-003
  8.0000000e-001  1.4333197e+002 -3.3225434e+002  3.5018566e+002 -2.6285342e+001 -1.8262503e+002  3.0610057e-003
  8.0160000e-001  1.4434527e+002 -3.3768340e+002  3.5104736e+002 -1.7515015e+001 -1.8858620e+002  3.1760181e-003
  8.0320000e-001  1.4517993e+002 -3.4290468e+002  3.5220540e+002 -8.8614962e+000 -1.9485380e+002  3.2911635e-003
  8.0480000e-001  1.4584782e+002 -3.4794397e+002  3.5368981e+002 -3.2214034e-001 -2.0145325e+002  3.4071263e-003
  8.0650000e-001  1.4638546e+002 -3.5312297e+002  3.5565220e+002  8.6372583e+000 -2.0886288e+002  3.5320888e-003
  8.0810000e-001  1.4673692e+002 -3.5784972e+002  3.5788159e+002  1.6981680e+001 -2.1624877e+002  3.6522734e-003
  8.0970000e-001  1.4694239e+002 -3.6244389e+002  3.6049455e+002  2.5267733e+001 -2.2407679e+002  3.7759987e-003
  8.1130000e-001  1.4700212e+002 -3.6690856e+002  3.6349625e+002  3.3530686e+001 -2.3239472e+002  3.9044784e-003
  8.1290000e-001  1.4691220e+002 -3.7123829e+002  3.6688344e+002  4.1815370e+001 -2.4125671e+002  4.0391603e-003
  8.1450000e-001  1.4666398e+002 -3.7541748e+002  3.7064289e+002  5.0177213e+001 -2.5072376e+002  4.1817837e-003
  8.1610000e-001  1.4624326e+002 -3.7941841e+002  3.7474928e+002  5.8683559e+001 -2.6086399e+002  4.3344482e-003
  8.1770000e-001  1.4562937e+002 -3.8319888e+002  3.7916244e+002  6.7415315e+001 -2.7175299e+002  4.4996968e-003
  8.1940000e-001  1.4473377e+002 -3.8690701e+002  3.8412168e+002  7.7048020e+001 -2.8423616e+002  4.6925264e-003
  8.2100000e-001  1.4362257e+002 -3.9002093e+002  3.8895693e+002  8.6569604e+001 -2.9694073e+002  4.8942304e-003
  8.2260000e-001  1.4220247e+002 -3.9266089e+002  3.9384097e+002  9.6672163e+001 -3.1067240e+002  5.1202538e-003
  8.2420000e-001  1.4041359e+002 -3.9468899e+002  3.9862568e+002  1.0751683e+002 -3.2553587e+002  5.3762467e-003
  8.2580000e-001  1.3818233e+002 -3.9593109e+002  4.0311815e+002  1.1929281e+002 -3.4164032e+002  5.6691072e-003
  8.2740000e-001  1.3541948e+002 -3.9617027e+002  4.0707016e+002  1.3222132e+002 -3.5909669e+002  6.0072618e-003
  8.2900000e-001  1.3201843e+002 -3.9513976e+002  4.1016593e+002  1.4655957e+002 -3.7801315e+002  6.4010045e-003
  8.3060000e-001  1.2785372e+002 -3.9251572e+002  4.1200815e+002  1.6260428e+002 -3.9848863e+002  6.8629041e-003
  8.3230000e-001  1.2242923e+002 -3.8754693e+002  4.1203752e+002  1.8190115e+002 -4.2204123e+002  7.4455469e-003
  8.3390000e-001  1.1620923e+002 -3.8033526e+002  4.0960854e+002  2.0258237e+002 -4.4594944e+002  8.1001218e-003
  8.3550000e-001  1.0872212e+002 -3.7012451e+002  4.0404390e+002  2.2613691e+002 -4.7154146e+002  8.8809138e-003
  8.3710000e-001  9.9773339e+001 -3.5631857e+002  3.9446810e+002  2.5301573e+002 -4.9873745e+002  9.8153589e-003
  8.3870000e-001  8.9165703e+001 -3.3827027e+002  3.7987054e+002  2.8368062e+002 -5.2735324e+002  1.0936138e-002
  8.4030000e-001  7.6713619e+001 -3.1530866e+002  3.5912093e+002  3.1857442e+002 -5.5706504e+002  1.2281683e-002
  8.4190000e-001  6.2263217e+001 -2.8678331e+002  3.3100710e+002  3.5807681e+002 -5.8736985e+002  1.3896395e-002
  8.4350000e-001  4.5718464e+001 -2.5212831e+002  2.9430260e+002  4.0244334e+002 -6.1754554e+002  1.5830363e-002
  8.4520000e-001  2.5838585e+001 -2.0815031e+002  2.4462297e+002  4.5496853e+002 -6.4837030e+002  1.8296222e-002
  8.4680000e-001  5.0862363e+000 -1.5989546e+002  1.8686986e+002  5.0921344e+002 -6.7489667e+002  2.1063859e-002
  8.4840000e-001 -1.7371777e+001 -1.0524424e+002  1.1796254e+002  5.6747400e+002 -6.9746225e+002  2.4321209e-002
  8.5000000e-001 -4.1101266e+001 -4.4910015e+001  3.8019508e+001  6.2865351e+002 -7.1433701e+002  2.8115963e-002
  8.5160000e-001 -6.5513005e+001  1.9903804e+001 -5.2091143e+001  6.9116968e+002 -7.2368814e+002  3.2480722e-002
  8.5320000e-001 -8.9898316e+001  8.7534209e+001 -1.5066086e+002  7.5298919e+002 -7.2373645e+002  3.7424074e-002
  8.5480000e-001 -1.1349222e+002  1.5596919e+002 -2.5515431e+002  8.1174307e+002 -7.1295428e+002  4.2921374e-002
  8.5650000e-001 -1.3686901e+002  2.2712790e+002 -3.6905772e+002  8.6800551e+002 -6.8845477e+002  4.9294932e-002
  8.5810000e-001 -1.5662487e+002  2.9041996e+002 -4.7512742e+002  9.1265040e+002 -6.5272344e+002  5.5676507e-002
  8.5970000e-001 -1.7376214e+002  3.4829877e+002 -5.7630475e+002  9.4722571e+002 -6.0514562e+002  6.2269212e-002
  8.6130000e-001 -1.8807888e+002  3.9943993e+002 -6.6918694e+002  9.7041664e+002 -5.4700172e+002  6.8880618e-002
  8.6290000e-001 -1.9960180e+002  4.4308805e+002 -7.5100397e+002  9.8171654e+002 -4.8032712e+002  7.5299290e-002
  8.6450000e-001 -2.0855517e+002  4.7905929e+002 -8.1983814e+002  9.8147151e+002 -4.0772683e+002  8.1315631e-002
  8.6610000e-001 -2.1530844e+002  5.0766867e+002 -8.7471610e+002  9.7080660e+002 -3.3211268e+002  8.6744221e-002
  8.6770000e-001 -2.2031702e+002  5.2961053e+002 -9.1557432e+002  9.5145295e+002 -2.5640878e+002  9.1443448e-002
  8.6940000e-001 -2.2427176e+002  5.4666913e+002 -9.4442842e+002  9.2372532e+002 -1.7884311e+002  9.5543709e-002
  8.7100000e-001 -2.2720811e+002  5.5794620e+002 -9.5924238e+002  8.9322785e+002 -1.1081910e+002  9.8540723e-002
  8.7260000e-001 -2.2982744e+002  5.6566946e+002 -9.6374721e+002  8.6061885e+002 -4.9200235e+001  1.0074071e-001
  8.7420000e-001 -2.3251041e+002  5.7081944e+002 -9.5967567e+002  8.2771872e+002  5.1248203e+000  1.0223014e-001
  8.7580000e-001 -2.3557734e+002  5.7424610e+002 -9.4867281e+002  7.9594556e+002  5.1875020e+001  1.0312901e-001
  8.7740000e-001 -2.3928739e+002  5.7663419e+002 -9.3214713e+002  7.6625616e+002  9.1290657e+001  1.0357618e-001
  8.7900000e-001 -2.4383926e+002  5.7848063e+002 -9.1116288e+002  7.3912642e+002  1.2402654e+002  1.0371594e-001
  8.8060000e-001 -2.4937056e+002  5.8007731e+002 -8.8636610e+002  7.1455352e+002  1.5104671e+002  1.0368698e-001
  8.8230000e-001 -2.5640000e+002  5.8157313e+002 -8.5603256e+002  6.9070840e+002  1.7481957e+002  1.0361023e-001
  8.8390000e-001 -2.6409388e+002  5.8259785e+002 -8.2337247e+002  6.6938952e+002  1.9395708e+002  1.0360294e-001
  8.8550000e-001 -2.7272931e+002  5.8277742e+002 -7.8583448e+002  6.4769226e+002  2.1142608e+002  1.0373586e-001
  8.8710000e-001 -2.8208391e+002  5.8133511e+002 -7.4200825e+002  6.2368877e+002  2.2873073e+002  1.0405179e-001
  8.8870000e-001 -2.9178526e+002  5.7715874e+002 -6.8998581e+002  5.9497701e+002  2.4739797e+002  1.0455506e-001
  8.9030000e-001 -3.0127945e+002  5.6879613e+002 -6.2745674e+002  5.5873719e+002  2.6891865e+002  1.0520510e-001
  8.9190000e-001 -3.0980941e+002  5.5449991e+002 -5.5190793e+002  5.1188009e+002  2.9465119e+002  1.0591070e-001
  8.9350000e-001 -3.1641929e+002  5.3235513e+002 -4.6096784e+002  4.5133495e+002  3.2567448e+002  1.0652768e-001
  8.9520000e-001 -3.2010343e+002  4.9817199e+002 -3.4556974e+002  3.6912053e+002  3.6509712e+002  1.0687053e-001
  8.9680000e-001 -3.1923755e+002  4.5450799e+002 -2.1886221e+002  2.7335714e+002  4.0816174e+002  1.0666326e-001
  8.9840000e-001 -3.1318097e+002  3.9917986e+002 -7.6138085e+001  1.6004343e+002  4.5599712e+002  1.0571455e-001
  9.0000000e-001 -3.0135378e+002  3.3293366e+002  7.8858326e+001  3.1633555e+001  5.0671686e+002  1.0384586e-001
  9.0160000e-001 -2.8374925e+002  2.5789856e+002  2.4035029e+002 -1.0728911e+002  5.5775090e+002  1.0096597e-001
  9.0320000e-001 -2.6101080e+002  1.7738643e+002  4.0129588e+002 -2.5060617e+002  6.0626229e+002  9.7099522e-002
  9.0480000e-001 -2.3435050e+002  9.5356545e+001  5.5457863e+002 -3.9172079e+002  6.4967632e+002  9.2388802e-002
  9.0650000e-001 -2.0347137e+002  1.0886976e+001  7.0241469e+002 -5.3268114e+002  6.8817487e+002  8.6719590e-002
  9.0810000e-001 -1.7370545e+002 -6.2752667e+001  8.2334974e+002 -6.5248561e+002  7.1636882e+002  8.1050082e-002
  9.0970000e-001 -1.4469842e+002 -1.2860974e+002  9.2508649e+002 -7.5764945e+002  7.3695734e+002  7.5332778e-002
  9.1130000e-001 -1.1750438e+002 -1.8579889e+002  1.0081783e+003 -8.4800205e+002  7.5091769e+002  6.9794553e-002
  9.1290000e-001 -9.2785741e+001 -2.3440497e+002  1.0746264e+003 -9.2483972e+002  7.5970750e+002  6.4601747e-002
  9.1450000e-001 -7.0856646e+001 -2.7518773e+002  1.1272396e+003 -9.9037523e+002  7.6498855e+002  5.9858856e-002
  9.1610000e-001 -5.1767567e+001 -3.0928102e+002  1.1690998e+003 -1.0472527e+003  7.6842558e+002  5.5617464e-002
  9.1770000e-001 -3.5397827e+001 -3.3794694e+002  1.2031974e+003 -1.0982019e+003  7.7157280e+002  5.1889397e-002
  9.1940000e-001 -2.0748402e+001 -3.6381666e+002  1.2339273e+003 -1.1487603e+003  7.7616720e+002  4.8474009e-002
  9.2100000e-001 -9.2933406e+000 -3.8495775e+002  1.2600938e+003 -1.1955115e+003  7.8299710e+002  4.5741093e-002
  9.2260000e-001  1.1962894e-001 -4.0383299e+002  1.2855165e+003 -1.2436870e+003  7.9344791e+002  4.3437195e-002
  9.2420000e-001  7.6491289e+000 -4.2098971e+002  1.3116813e+003 -1.2952811e+003  8.0865074e+002  4.1524634e-002
  9.2580000e-001  1.3368880e+001 -4.3664575e+002  1.3396668e+003 -1.3521290e+003  8.2976622e+002  3.9969774e-002
  9.2740000e-001  1.7238219e+001 -4.5060835e+002  1.3700853e+003 -1.4159127e+003  8.5804664e+002  3.8746788e-002
  9.2900000e-001  1.9065699e+001 -4.6214055e+002  1.4029309e+003 -1.4881056e+003  8.9488789e+002  3.7841656e-002
  9.3060000e-001  1.8460171e+001 -4.6974468e+002  1.4372768e+003 -1.5698047e+003  9.4185491e+002  3.7257479e-002
  9.3230000e-001  1.4411257e+001 -4.7059281e+002  1.4727085e+003 -1.6673982e+003  1.0047531e+003  3.7020580e-002
  9.3390000e-001  6.3286510e+000 -4.6012095e+002  1.4999720e+003 -1.7681781e+003  1.0779321e+003  3.7229280e-002
  9.3550000e-001 -7.3661719e+000 -4.3207085e+002  1.5125188e+003 -1.8735864e+003  1.1658791e+003  3.7982654e-002
  9.3710000e-001 -2.8540428e+001 -3.7702478e+002  1.4960792e+003 -1.9748849e+003  1.2683947e+003  3.9484348e-002
  9.3870000e-001 -5.9257836e+001 -2.8263925e+002  1.4291796e+003 -2.0560382e+003  1.3823263e+003  4.2037841e-002
  9.4030000e-001 -1.0107165e+002 -1.3531889e+002  1.2834093e+003 -2.0916544e+003  1.4993198e+003  4.6042319e-002
  9.4190000e-001 -1.5358044e+002  7.4620468e+001  1.0290503e+003 -2.0483969e+003  1.6037795e+003  5.1919079e-002
  9.4350000e-001 -2.1248032e+002  3.4359864e+002  6.4959060e+002 -1.8944713e+003  1.6735302e+003  5.9920494e-002
  9.4520000e-001 -2.7170704e+002  6.6440241e+002  1.2923529e+002 -1.5976377e+003  1.6850035e+003  7.0521903e-002
  9.4680000e-001 -3.1181225e+002  9.4907037e+002 -4.0590296e+002 -1.2223734e+003  1.6267146e+003  8.1615939e-002
  9.4840000e-001 -3.2776544e+002  1.1665792e+003 -8.9846819e+002 -8.1773936e+002  1.5126932e+003  9.2570401e-002
  9.5000000e-001 -3.1825974e+002  1.2899618e+003 -1.2815521e+003 -4.5008920e+002  1.3695731e+003  1.0234732e-001
  9.5160000e-001 -2.8859454e+002  1.3217699e+003 -1.5313904e+003 -1.6030692e+002  1.2252488e+003  1.1045556e-001
  9.5320000e-001 -2.4644254e+002  1.2830769e+003 -1.6615782e+003  4.2731505e+001  1.0984056e+003  1.1694170e-001
  9.5480000e-001 -1.9829269e+002  1.1985601e+003 -1.7023010e+003  1.7083994e+002  9.9681592e+002  1.2214831e-001
  9.5650000e-001 -1.4509498e+002  1.0804991e+003 -1.6811242e+003  2.4576502e+002  9.1685259e+002  1.2673816e-001
  9.5810000e-001 -9.5222192e+001  9.5624668e+002 -1.6245137e+003  2.7677026e+002  8.6460581e+002  1.3055147e-001
  9.5970000e-001 -4.6368004e+001  8.2690447e+002 -1.5476738e+003  2.8254522e+002  8.3062841e+002  1.3416128e-001
  9.6130000e-001  1.1471688e+000  6.9680540e+002 -1.4598711e+003  2.7168193e+002  8.1134287e+002  1.3778210e-001
  9.6290000e-001  4.7074434e+001  5.6878524e+002 -1.3668964e+003  2.4972118e+002  8.0390489e+002  1.4158522e-001
  9.6450000e-001  9.1066423e+001  4.4510597e+002 -1.2727044e+003  2.2030472e+002  8.0618047e+002  1.4571990e-001
  9.6610000e-001  1.3266484e+002  3.2784228e+002 -1.1804306e+003  1.8607208e+002  8.1659835e+002  1.5032941e-001
  9.6770000e-001  1.7137445e+002  2.1892165e+002 -1.0929036e+003  1.4925180e+002  8.3398603e+002  1.5556157e-001
  9.6940000e-001  2.0886027e+002  1.1417322e+002 -1.0081201e+003  1.0969802e+002  8.5907626e+002  1.6198046e-001
  9.7100000e-001  2.4043005e+002  2.7175421e+001 -9.3873428e+002  7.4395296e+001  8.8810622e+002  1.6901201e-001
  9.7260000e-001  2.6834353e+002 -4.7940675e+001 -8.8181416e+002  4.3327103e+001  9.2164485e+002  1.7719307e-001
  9.7420000e-001  2.9276333e+002 -1.1112356e+002 -8.3940360e+002  1.8926774e+001  9.5890721e+002  1.8672055e-001
